rowid,clue,answer,definition,clue_number,puzzle_date,puzzle_name,source_url,source
168,Blackpool is known for such organs (6),LIGHTS,Blackpool is known for such/organs,20d,2016-05-01,Sunday Times 4691,https://times-xwd-times.livejournal.com/1512448.html,times_xwd_times
169,Quickly take horse from native American (5),APACE,Quickly,23d,2016-05-01,Sunday Times 4691,https://times-xwd-times.livejournal.com/1512448.html,times_xwd_times
170,"Bother sandboy, now and then (3)",ADO,Bother,25d,2016-05-01,Sunday Times 4691,https://times-xwd-times.livejournal.com/1512448.html,times_xwd_times
171,Cheating player playing craps hard (9),CARDSHARP,,1a,2017-11-13,Times Quick Cryptic 960,https://times-xwd-times.livejournal.com/1842433.html,times_xwd_times
172,Public school dismisses head for a lot of speed? (3),TON,,6a,2017-11-13,Times Quick Cryptic 960,https://times-xwd-times.livejournal.com/1842433.html,times_xwd_times
173,Tirade about a member of parliament that’s unrestrained (7),RAMPANT,,8a,2017-11-13,Times Quick Cryptic 960,https://times-xwd-times.livejournal.com/1842433.html,times_xwd_times
174,Singer in first ENO Rigoletto (5),TENOR,,9a,2017-11-13,Times Quick Cryptic 960,https://times-xwd-times.livejournal.com/1842433.html,times_xwd_times
175,Eroded around front of ship — not so good (5),WORSE,,10a,2017-11-13,Times Quick Cryptic 960,https://times-xwd-times.livejournal.com/1842433.html,times_xwd_times
176,Visitor caught everyone with Queen (6),CALLER,,12a,2017-11-13,Times Quick Cryptic 960,https://times-xwd-times.livejournal.com/1842433.html,times_xwd_times
177,New impression of non-monarchy and leaderless country (13),REPUBLICATION,,14a,2017-11-13,Times Quick Cryptic 960,https://times-xwd-times.livejournal.com/1842433.html,times_xwd_times
178,Father has a chap returning hat (6),PANAMA,,16a,2017-11-13,Times Quick Cryptic 960,https://times-xwd-times.livejournal.com/1842433.html,times_xwd_times
179,Choirmaster’s beginning to repeat part of Mass (5),CREDO,,17a,2017-11-13,Times Quick Cryptic 960,https://times-xwd-times.livejournal.com/1842433.html,times_xwd_times
180,The man’s gaining tons in robbery (5),HEIST,,19a,2017-11-13,Times Quick Cryptic 960,https://times-xwd-times.livejournal.com/1842433.html,times_xwd_times
181,Moving to a more select café? (7),TEAROOM,,20a,2017-11-13,Times Quick Cryptic 960,https://times-xwd-times.livejournal.com/1842433.html,times_xwd_times
182,Black and silver item of luggage (3),BAG,,22a,2017-11-13,Times Quick Cryptic 960,https://times-xwd-times.livejournal.com/1842433.html,times_xwd_times
183,A short month before Speaker becomes a moderniser of the House? (9),DECORATOR,,23a,2017-11-13,Times Quick Cryptic 960,https://times-xwd-times.livejournal.com/1842433.html,times_xwd_times
184,Barrister that’s soft and smooth (4),SILK,Barrister,1a,2018-01-10,Quick Cryptic 1002,https://times-xwd-times.livejournal.com/1875581.html,times_xwd_times
185,Sheriff’s officer to leave money for waiters (8),TIPSTAFF,Sheriff’s officer,3a,2018-01-10,Quick Cryptic 1002,https://times-xwd-times.livejournal.com/1875581.html,times_xwd_times
186,Chap gets older but copes (7),MANAGES,copes,8a,2018-01-10,Quick Cryptic 1002,https://times-xwd-times.livejournal.com/1875581.html,times_xwd_times
187,Proposer is Shaker’s companion? (5),MOVER,Proposer,10a,2018-01-10,Quick Cryptic 1002,https://times-xwd-times.livejournal.com/1875581.html,times_xwd_times
188,"Tricky problem, brewing artisan beer (5-6)",BRAIN-TEASER,Tricky problem,11a,2018-01-10,Quick Cryptic 1002,https://times-xwd-times.livejournal.com/1875581.html,times_xwd_times
189,Everyone in short dash for US city (6),DALLAS,US city,13a,2018-01-10,Quick Cryptic 1002,https://times-xwd-times.livejournal.com/1875581.html,times_xwd_times
190,Pictures came in for restoration (6),CINEMA,Pictures,15a,2018-01-10,Quick Cryptic 1002,https://times-xwd-times.livejournal.com/1875581.html,times_xwd_times
191,"Appear, as moths tend to? (4,2,5)",COME TO LIGHT,Appear,17a,2018-01-10,Quick Cryptic 1002,https://times-xwd-times.livejournal.com/1875581.html,times_xwd_times
192,Present of francs given to monarch (5),OFFER,Present,20a,2018-01-10,Quick Cryptic 1002,https://times-xwd-times.livejournal.com/1875581.html,times_xwd_times
193,"I won’t itemise the rest, even quickly (3,2,2)",AND SO ON,I won’t itemise the rest,21a,2018-01-10,Quick Cryptic 1002,https://times-xwd-times.livejournal.com/1875581.html,times_xwd_times
194,Smear pan to cook cheese (8),PARMESAN,cheese,22a,2018-01-10,Quick Cryptic 1002,https://times-xwd-times.livejournal.com/1875581.html,times_xwd_times
195,Very dark in Kentucky (4),INKY,Very dark,23a,2018-01-10,Quick Cryptic 1002,https://times-xwd-times.livejournal.com/1875581.html,times_xwd_times
196,A corpse: important one? (8),SOMEBODY,A corpse: important one,1d,2018-01-10,Quick Cryptic 1002,https://times-xwd-times.livejournal.com/1875581.html,times_xwd_times
197,"In Berlin, dainty girl (5)",LINDA,girl,2d,2018-01-10,Quick Cryptic 1002,https://times-xwd-times.livejournal.com/1875581.html,times_xwd_times
198,"Going along with others, one’s on foot (2,4)",IN STEP,Going along with others,4d,2018-01-10,Quick Cryptic 1002,https://times-xwd-times.livejournal.com/1875581.html,times_xwd_times
199,"Like some workers, needing houses destroyed (4-7)",SEMI-SKILLED,Like some workers,5d,2018-01-10,Quick Cryptic 1002,https://times-xwd-times.livejournal.com/1875581.html,times_xwd_times
200,Unfavourable notice on poem (7),ADVERSE,Unfavourable,6d,2018-01-10,Quick Cryptic 1002,https://times-xwd-times.livejournal.com/1875581.html,times_xwd_times
201,Reasonable-sounding food (4),FARE,food,7d,2018-01-10,Quick Cryptic 1002,https://times-xwd-times.livejournal.com/1875581.html,times_xwd_times
202,"Police force, green, admire criminal (11)",GENDARMERIE,Police force,9d,2018-01-10,Quick Cryptic 1002,https://times-xwd-times.livejournal.com/1875581.html,times_xwd_times
203,Need just showing self-indulgence (8),WANTONLY,showing self-indulgence,12d,2018-01-10,Quick Cryptic 1002,https://times-xwd-times.livejournal.com/1875581.html,times_xwd_times
204,Match the Devil (7),LUCIFER,Match/the Devil,14d,2018-01-10,Quick Cryptic 1002,https://times-xwd-times.livejournal.com/1875581.html,times_xwd_times
205,A pastry’s built up in layers (6),STRATA,layers,16d,2018-01-10,Quick Cryptic 1002,https://times-xwd-times.livejournal.com/1875581.html,times_xwd_times
206,Express dismay as relative has nothing to eat (5),GROAN,Express dismay,18d,2018-01-10,Quick Cryptic 1002,https://times-xwd-times.livejournal.com/1875581.html,times_xwd_times
207,Deck going up and down (4),POOP,Deck,19d,2018-01-10,Quick Cryptic 1002,https://times-xwd-times.livejournal.com/1875581.html,times_xwd_times
208,"Scot's pretty heartless, certainly not fed up! (4)",BONY,certainly not fed up,1a,2018-06-16,Times Cryptic No 27060,https://times-xwd-times.livejournal.com/1959397.html,times_xwd_times
209,"Two boys look embarrassed to get a big hand (5,5)",ROYAL FLUSH,a big hand,3a,2018-06-16,Times Cryptic No 27060,https://times-xwd-times.livejournal.com/1959397.html,times_xwd_times
210,Endless fun with French girlfriend in US city (7),LARAMIE,US city,9a,2018-06-16,Times Cryptic No 27060,https://times-xwd-times.livejournal.com/1959397.html,times_xwd_times
211,"Dramatist, English writer, penning story (7)",MOLIERE,Dramatist,11a,2018-06-16,Times Cryptic No 27060,https://times-xwd-times.livejournal.com/1959397.html,times_xwd_times
212,Alcohol's taken in small drops — it's silky stuff (9),GROSGRAIN,silky stuff,12a,2018-06-16,Times Cryptic No 27060,https://times-xwd-times.livejournal.com/1959397.html,times_xwd_times
213,Med resort's inspiring hotel in suitable place (5),NICHE,suitable place,13a,2018-06-16,Times Cryptic No 27060,https://times-xwd-times.livejournal.com/1959397.html,times_xwd_times
214,"Backing statute, rulers second support for motion (7,5)",WALKING STICK,support for motion,14a,2018-06-16,Times Cryptic No 27060,https://times-xwd-times.livejournal.com/1959397.html,times_xwd_times
215,"Pub riot, with cokes spilled? It's young people's entertainment (7,5)",PICTURE BOOKS,young people's entertainment,18a,2018-06-16,Times Cryptic No 27060,https://times-xwd-times.livejournal.com/1959397.html,times_xwd_times
216,High official and old men laugh (5),PASHA,High official,21a,2018-06-16,Times Cryptic No 27060,https://times-xwd-times.livejournal.com/1959397.html,times_xwd_times
217,Building feature: walls in Nevada and Delaware (9),COLONNADE,Building feature,22a,2018-06-16,Times Cryptic No 27060,https://times-xwd-times.livejournal.com/1959397.html,times_xwd_times
218,Tongue in need of a drink (7),ARABICA,drink,24a,2018-06-16,Times Cryptic No 27060,https://times-xwd-times.livejournal.com/1959397.html,times_xwd_times
219,Take away starter of tempura transported back (7),DETRACT,Take away,25a,2018-06-16,Times Cryptic No 27060,https://times-xwd-times.livejournal.com/1959397.html,times_xwd_times
220,"Bird's places for putting some wool, say (10)",GREENSHANK,Bird,26a,2018-06-16,Times Cryptic No 27060,https://times-xwd-times.livejournal.com/1959397.html,times_xwd_times
221,Runner would briefly lose control in motion (4),SKID,lose control in motion,27a,2018-06-16,Times Cryptic No 27060,https://times-xwd-times.livejournal.com/1959397.html,times_xwd_times
222,"£50 in pocket, have fine attire (8)",BALLGOWN,fine attire,1d,2018-06-16,Times Cryptic No 27060,https://times-xwd-times.livejournal.com/1959397.html,times_xwd_times
223,Just managed to put up with Lowry novel (8),NARROWLY,Just managed,2d,2018-06-16,Times Cryptic No 27060,https://times-xwd-times.livejournal.com/1959397.html,times_xwd_times
224,Round and large character (5),OMEGA,character,4d,2018-06-16,Times Cryptic No 27060,https://times-xwd-times.livejournal.com/1959397.html,times_xwd_times
225,Saltire bedecked by a church's patterned covering (9),AXMINSTER,patterned covering,5d,2018-06-16,Times Cryptic No 27060,https://times-xwd-times.livejournal.com/1959397.html,times_xwd_times
226,"Dossier's place in affair besetting current politicians (6,7)",FILING CABINET,Dossier's place,6d,2018-06-16,Times Cryptic No 27060,https://times-xwd-times.livejournal.com/1959397.html,times_xwd_times
227,"In France, a key old international agency (6)",UNESCO,international agency,7d,2018-06-16,Times Cryptic No 27060,https://times-xwd-times.livejournal.com/1959397.html,times_xwd_times
228,What about two media bigshots gets noticed (6),HEEDED,noticed,8d,2018-06-16,Times Cryptic No 27060,https://times-xwd-times.livejournal.com/1959397.html,times_xwd_times
229,Noticing Mafia criminal blowing things up (13),MAGNIFICATION,blowing things up,10d,2018-06-16,Times Cryptic No 27060,https://times-xwd-times.livejournal.com/1959397.html,times_xwd_times
230,Barge in front of canal has great horses around (4-5),GATE,Barge in,15d,2018-06-16,Times Cryptic No 27060,https://times-xwd-times.livejournal.com/1959397.html,times_xwd_times
231,Beastly male with an aggressor's weapon (8),TOMAHAWK,weapon,16d,2018-06-16,Times Cryptic No 27060,https://times-xwd-times.livejournal.com/1959397.html,times_xwd_times
232,Agreed East End's in need of renovation (8),ASSENTED,Agreed,17d,2018-06-16,Times Cryptic No 27060,https://times-xwd-times.livejournal.com/1959397.html,times_xwd_times
233,Jumped in Sierra before accident (6),SPRANG,Jumped,19d,2018-06-16,Times Cryptic No 27060,https://times-xwd-times.livejournal.com/1959397.html,times_xwd_times
234,Property to develop? Not at first (6),ESTATE,Property,20d,2018-06-16,Times Cryptic No 27060,https://times-xwd-times.livejournal.com/1959397.html,times_xwd_times
235,Left port carrying cargo (5),LADEN,carrying cargo,23d,2018-06-16,Times Cryptic No 27060,https://times-xwd-times.livejournal.com/1959397.html,times_xwd_times
236,Move around behind large stove (9),REARRANGE,Move around,1a,2015-09-16,Quick Cryptic Number 397,https://times-xwd-times.livejournal.com/1383368.html,times_xwd_times
237,Old-fashioned fool interrupts gym class (5),PASSE,Old-fashioned,6a,2015-09-16,Quick Cryptic Number 397,https://times-xwd-times.livejournal.com/1383368.html,times_xwd_times
238,Bullet casing with raised line found behind barrow? (9),CARTRIDGE,Bullet casing,8a,2015-09-16,Quick Cryptic Number 397,https://times-xwd-times.livejournal.com/1383368.html,times_xwd_times
239,Son to possess smooth face? (5),SHAVE,smooth face,9a,2015-09-16,Quick Cryptic Number 397,https://times-xwd-times.livejournal.com/1383368.html,times_xwd_times
240,"Nice try in developing urban problem area? (5,4)",INNER CITY,urban problem area?,10a,2015-09-16,Quick Cryptic Number 397,https://times-xwd-times.livejournal.com/1383368.html,times_xwd_times
241,Kitchen for craft right out of art venue (6),GALLEY,Kitchen for craft,12a,2015-09-16,Quick Cryptic Number 397,https://times-xwd-times.livejournal.com/1383368.html,times_xwd_times
242,"Look, lad’s not finished garden feature (6)",GAZEBO,garden feature,13a,2015-09-16,Quick Cryptic Number 397,https://times-xwd-times.livejournal.com/1383368.html,times_xwd_times
243,Off-the-shoulder end of Teeswater held by wire fastener beside ship (9),STRAPLESS,Off-the-shoulder,16a,2015-09-16,Quick Cryptic Number 397,https://times-xwd-times.livejournal.com/1383368.html,times_xwd_times
244,Fool accepting second surprising plot development (5),TWIST,surprising plot development,18a,2015-09-16,Quick Cryptic Number 397,https://times-xwd-times.livejournal.com/1383368.html,times_xwd_times
245,Goddess of beauty atrophied terribly (9),APHRODITE,Goddess of beauty,19a,2015-09-16,Quick Cryptic Number 397,https://times-xwd-times.livejournal.com/1383368.html,times_xwd_times
246,Beam of light in contact with synthetic fabric (5),RAYON,synthetic fabric,21a,2015-09-16,Quick Cryptic Number 397,https://times-xwd-times.livejournal.com/1383368.html,times_xwd_times
247,"Aircraft circling fringes of eastern New York, which Beatles sang about (5,4)",PENNY LANE,which Beatles sang about,22a,2015-09-16,Quick Cryptic Number 397,https://times-xwd-times.livejournal.com/1383368.html,times_xwd_times
248,"Get to mislead, with Republican replacing Democrat (7)",RECEIVE,Get,1d,2015-09-16,Quick Cryptic Number 397,https://times-xwd-times.livejournal.com/1383368.html,times_xwd_times
249,Publicising longest UK road with circular shape (6),AIRING,Publicising,2d,2015-09-16,Quick Cryptic Number 397,https://times-xwd-times.livejournal.com/1383368.html,times_xwd_times
250,"Less common instalment of Frasier, a rerun (5)",RARER,Less common,3d,2015-09-16,Quick Cryptic Number 397,https://times-xwd-times.livejournal.com/1383368.html,times_xwd_times
251,Encouraging sign from sleepy land? (3),NOD,Encouraging sign/sleepy land,4d,2015-09-16,Quick Cryptic Number 397,https://times-xwd-times.livejournal.com/1383368.html,times_xwd_times
252,"European, extremely old, stopping to become less hard occasionally (5,2,5)",EVERY SO OFTEN,occasionally,5d,2015-09-16,Quick Cryptic Number 397,https://times-xwd-times.livejournal.com/1383368.html,times_xwd_times
253,"One might be attached to a parcel, a tiny bit of land? (7,5)",POSTAGE STAMP,One might be attached to a parcel/a tiny bit of land,6d,2015-09-16,Quick Cryptic Number 397,https://times-xwd-times.livejournal.com/1383368.html,times_xwd_times
254,Flashy gem that gets waved around when guy’s on fire? (8),SPARKLER,Flashy gem/that gets waved around when guy’s on fire,7d,2015-09-16,Quick Cryptic Number 397,https://times-xwd-times.livejournal.com/1383368.html,times_xwd_times
255,Name I yet find strange (8),IDENTIFY,Name,11d,2015-09-16,Quick Cryptic Number 397,https://times-xwd-times.livejournal.com/1383368.html,times_xwd_times
256,"Gold and stone, before going without luxuries (7)",AUSTERE,going without luxuries,14d,2015-09-16,Quick Cryptic Number 397,https://times-xwd-times.livejournal.com/1383368.html,times_xwd_times
257,Eye part which damage could make tear in? (6),RETINA,Eye part,15d,2015-09-16,Quick Cryptic Number 397,https://times-xwd-times.livejournal.com/1383368.html,times_xwd_times
258,Someone acting for another in favour of two unknowns (5),PROXY,Someone acting for another,17d,2015-09-16,Quick Cryptic Number 397,https://times-xwd-times.livejournal.com/1383368.html,times_xwd_times
259,Layer often found in batteries? (3),HEN,Layer often found in batteries?,20d,2015-09-16,Quick Cryptic Number 397,https://times-xwd-times.livejournal.com/1383368.html,times_xwd_times
260,Batter fish first then start to steam rhubarb (10),CODSWALLOP,rhubarb,1a,2018-03-04,Sunday Times 4787,https://times-xwd-times.livejournal.com/1903582.html,times_xwd_times
261,"Drink from a small can, briefly (4)",ASTI,Drink,6a,2018-03-04,Sunday Times 4787,https://times-xwd-times.livejournal.com/1903582.html,times_xwd_times
262,"Ugly ball he smashed gets show of amusement (5,5)",BELLY LAUGH,show of amusement,9a,2018-03-04,Sunday Times 4787,https://times-xwd-times.livejournal.com/1903582.html,times_xwd_times
263,Not in favour of major road skirting edges of Newport(4),ANTI,Not in favour of,10a,2018-03-04,Sunday Times 4787,https://times-xwd-times.livejournal.com/1903582.html,times_xwd_times
264,Allow prince to be very nasty indeed (6),LETHAL,very nasty indeed,12a,2018-03-04,Sunday Times 4787,https://times-xwd-times.livejournal.com/1903582.html,times_xwd_times
265,"Private place for film? (2,6)",IN CAMERA,Private/place for film,13a,2018-03-04,Sunday Times 4787,https://times-xwd-times.livejournal.com/1903582.html,times_xwd_times
266,"Prepare to go round part of theatre (5,6)",DRESS CIRCLE,part of theatre,15a,2018-03-04,Sunday Times 4787,https://times-xwd-times.livejournal.com/1903582.html,times_xwd_times
267,"Portable food didn’t have drink for Spooner (6,5)",PACKED LUNCH,Portable food,18a,2018-03-04,Sunday Times 4787,https://times-xwd-times.livejournal.com/1903582.html,times_xwd_times
268,"Grannie follows deer — trying, at first, to be still (8)",STAGNANT,still,21a,2018-03-04,Sunday Times 4787,https://times-xwd-times.livejournal.com/1903582.html,times_xwd_times
269,Source of wine for artist in restaurant (6),CARAFE,Source of wine,22a,2018-03-04,Sunday Times 4787,https://times-xwd-times.livejournal.com/1903582.html,times_xwd_times
270,A doctor’s old reading desk (4),AMBO,reading desk,24a,2018-03-04,Sunday Times 4787,https://times-xwd-times.livejournal.com/1903582.html,times_xwd_times
271,Made a meal of deliveries and declared (10),OVERSTATED,Made a meal of,25a,2018-03-04,Sunday Times 4787,https://times-xwd-times.livejournal.com/1903582.html,times_xwd_times
272,Flat race is short (4),EVEN,Flat,26a,2018-03-04,Sunday Times 4787,https://times-xwd-times.livejournal.com/1903582.html,times_xwd_times
273,Make a bloomer in return for a sweet and spicysnack (10),BRANDYSNAP,a sweet and spicysnack,27a,2018-03-04,Sunday Times 4787,https://times-xwd-times.livejournal.com/1903582.html,times_xwd_times
274,Hastily mend an old paving stone (6),COBBLE,Hastily mend/an old paving stone,1d,2018-03-04,Sunday Times 4787,https://times-xwd-times.livejournal.com/1903582.html,times_xwd_times
275,Remove obstruction in river (6),DELETE,Remove,2d,2018-03-04,Sunday Times 4787,https://times-xwd-times.livejournal.com/1903582.html,times_xwd_times
276,"Approach Polish guys outside a southern capital?(4,3,5)",WAYS AND MEANS,capital,3d,2018-03-04,Sunday Times 4787,https://times-xwd-times.livejournal.com/1903582.html,times_xwd_times
277,Perhaps metal from church roof in the van (4),LEAD,in the van,4d,2018-03-04,Sunday Times 4787,https://times-xwd-times.livejournal.com/1903582.html,times_xwd_times
278,Setting up keyboard instrument with one pipe (10),ORGANISING,Setting up,5d,2018-03-04,Sunday Times 4787,https://times-xwd-times.livejournal.com/1903582.html,times_xwd_times
279,"I order you to serve porridge, for example (8)",SENTENCE,"I order you to serve porridge, for example",7d,2018-03-04,Sunday Times 4787,https://times-xwd-times.livejournal.com/1903582.html,times_xwd_times
280,Made it twice possibly? (8),IMITATED,Made it twice possibly,8d,2018-03-04,Sunday Times 4787,https://times-xwd-times.livejournal.com/1903582.html,times_xwd_times
281,"Around end of dinner, food served includes anunhealthy-looking cake (6,6)",DANISH PASTRY,cake,11d,2018-03-04,Sunday Times 4787,https://times-xwd-times.livejournal.com/1903582.html,times_xwd_times
282,"Good batting at all times by George! (4,1,5)",WELL I NEVER,by George,14d,2018-03-04,Sunday Times 4787,https://times-xwd-times.livejournal.com/1903582.html,times_xwd_times
283,Rat initially attracted by rubbish put outside (8),APOSTATE,Rat,16d,2018-03-04,Sunday Times 4787,https://times-xwd-times.livejournal.com/1903582.html,times_xwd_times
284,Grope for board game (8),SCRABBLE,Grope for/board game,17d,2018-03-04,Sunday Times 4787,https://times-xwd-times.livejournal.com/1903582.html,times_xwd_times
285,Sailor climbing brown palm (6),RATTAN,palm,19d,2018-03-04,Sunday Times 4787,https://times-xwd-times.livejournal.com/1903582.html,times_xwd_times
286,Finally strippers finish burlesque (4-2),SEND-UP,burlesque,20d,2018-03-04,Sunday Times 4787,https://times-xwd-times.livejournal.com/1903582.html,times_xwd_times
287,Look happy when dull work is nearly done (4),GRIN,Look happy,23d,2018-03-04,Sunday Times 4787,https://times-xwd-times.livejournal.com/1903582.html,times_xwd_times
288,ID card's not in order? That's harsh (10),DISCORDANT,harsh,1a,2021-01-01,Times Quick Cryptic No 1779,https://times-xwd-times.livejournal.com/2465504.html,times_xwd_times
289,"Academic needs east-facing study, it's assumed (6)",DONNED,assumed,8a,2021-01-01,Times Quick Cryptic No 1779,https://times-xwd-times.livejournal.com/2465504.html,times_xwd_times
290,Flowing water about to invade street in the morning (6),STREAM,Flowing water,9a,2021-01-01,Times Quick Cryptic No 1779,https://times-xwd-times.livejournal.com/2465504.html,times_xwd_times
291,Pernickety person — kind inside (4),TYPE,kind,10a,2021-01-01,Times Quick Cryptic No 1779,https://times-xwd-times.livejournal.com/2465504.html,times_xwd_times
292,"Fairy, cast off, died (8)",PERISHED,died,11a,2021-01-01,Times Quick Cryptic No 1779,https://times-xwd-times.livejournal.com/2465504.html,times_xwd_times
293,"Poor area to reach, going outside hotel (6)",GHETTO,Poor area,12a,2021-01-01,Times Quick Cryptic No 1779,https://times-xwd-times.livejournal.com/2465504.html,times_xwd_times
294,"A Catholic, the female who may have a quiver? (6)",ARCHER,who may have a quiver,14a,2021-01-01,Times Quick Cryptic No 1779,https://times-xwd-times.livejournal.com/2465504.html,times_xwd_times
295,My virtue (8),GOODNESS,My/virtue,16a,2021-01-01,Times Quick Cryptic No 1779,https://times-xwd-times.livejournal.com/2465504.html,times_xwd_times
296,Beast that is cross — bull initially confined (4),IBEX,Beast,18a,2021-01-01,Times Quick Cryptic No 1779,https://times-xwd-times.livejournal.com/2465504.html,times_xwd_times
297,Fret about wading bird seen by river (6),REGRET,Fret about,20a,2021-01-01,Times Quick Cryptic No 1779,https://times-xwd-times.livejournal.com/2465504.html,times_xwd_times
298,To deal with soldier takes time (6),MANAGE,To deal with,21a,2021-01-01,Times Quick Cryptic No 1779,https://times-xwd-times.livejournal.com/2465504.html,times_xwd_times
299,People in limousines? You may see them at weddings (10),CARNATIONS,You may see them at weddings,22a,2021-01-01,Times Quick Cryptic No 1779,https://times-xwd-times.livejournal.com/2465504.html,times_xwd_times
300,Nothing right in girl? That's hard! (5),IVORY,That's hard!,2d,2021-01-01,Times Quick Cryptic No 1779,https://times-xwd-times.livejournal.com/2465504.html,times_xwd_times
301,Prisoner given shelter is satisfied (7),CONTENT,satisfied,3d,2021-01-01,Times Quick Cryptic No 1779,https://times-xwd-times.livejournal.com/2465504.html,times_xwd_times
302,Marxist maybe looking hot and bothered? (3),RED,Marxist maybe/looking hot and bothered?,4d,2021-01-01,Times Quick Cryptic No 1779,https://times-xwd-times.livejournal.com/2465504.html,times_xwd_times
303,For Europeans it's a terrible strain to accommodate us (9),AUSTRIANS,Europeans,5d,2021-01-01,Times Quick Cryptic No 1779,https://times-xwd-times.livejournal.com/2465504.html,times_xwd_times
304,Stipulations for academic periods (5),TERMS,Stipulations/academic periods,6d,2021-01-01,Times Quick Cryptic No 1779,https://times-xwd-times.livejournal.com/2465504.html,times_xwd_times
305,Some enter a cemetery: a bit of a bloomer (6),RACEME,a bit of a bloomer,7d,2021-01-01,Times Quick Cryptic No 1779,https://times-xwd-times.livejournal.com/2465504.html,times_xwd_times
306,Harry eats rubbish? I object! (9),PROTESTER,I object!,11d,2021-01-01,Times Quick Cryptic No 1779,https://times-xwd-times.livejournal.com/2465504.html,times_xwd_times
307,"Former President in small house, gone (6)",HOOVER,Former President,13d,2021-01-01,Times Quick Cryptic No 1779,https://times-xwd-times.livejournal.com/2465504.html,times_xwd_times
308,"Wine? Sing, drinking one — then get another one! (7)",CHIANTI,Wine,15d,2021-01-01,Times Quick Cryptic No 1779,https://times-xwd-times.livejournal.com/2465504.html,times_xwd_times
309,Greek party with wealth not half evident (5),DORIC,Greek,17d,2021-01-01,Times Quick Cryptic No 1779,https://times-xwd-times.livejournal.com/2465504.html,times_xwd_times
310,The Spanish drink in Scottish city (5),ELGIN,Scottish city,19d,2021-01-01,Times Quick Cryptic No 1779,https://times-xwd-times.livejournal.com/2465504.html,times_xwd_times
311,"Bird once in trench, having lost tail (3)",MOA,Bird once,21d,2021-01-01,Times Quick Cryptic No 1779,https://times-xwd-times.livejournal.com/2465504.html,times_xwd_times
312,Officer’s plan again to retreat (6),WARDER,Officer’s,1a,2018-02-14,Times 26961,https://times-xwd-times.livejournal.com/1894517.html,times_xwd_times
313,Tribe has bewildered language expert (8),HEBRAIST,anguage expert,5a,2018-02-14,Times 26961,https://times-xwd-times.livejournal.com/1894517.html,times_xwd_times
314,Looked at team getting embarrassed after trick (10),CONSIDERED,Looked at,9a,2018-02-14,Times 26961,https://times-xwd-times.livejournal.com/1894517.html,times_xwd_times
315,Island for the nobs featured in back issue of periodical (4),GUAM,Island,10a,2018-02-14,Times 26961,https://times-xwd-times.livejournal.com/1894517.html,times_xwd_times
316,"Reduce something bloody, having got back in time (8)",DEROGATE,Reduce,11a,2018-02-14,Times 26961,https://times-xwd-times.livejournal.com/1894517.html,times_xwd_times
317,Endless chatter around a fellow's clubs (6),LATHIS,clubs,12a,2018-02-14,Times 26961,https://times-xwd-times.livejournal.com/1894517.html,times_xwd_times
318,Sheep runs that may hold water (4),EWER,that may hold water,13a,2018-02-14,Times 26961,https://times-xwd-times.livejournal.com/1894517.html,times_xwd_times
319,This person is probing your old-fashioned food content (8),THIAMINE,food content,15a,2018-02-14,Times 26961,https://times-xwd-times.livejournal.com/1894517.html,times_xwd_times
320,"Poet’s line, one on compassion (8)",LOVELACE,Poet,18a,2018-02-14,Times 26961,https://times-xwd-times.livejournal.com/1894517.html,times_xwd_times
321,Bed or mattress? It may be found in here (4),DORM,It may be found in here,19a,2018-02-14,Times 26961,https://times-xwd-times.livejournal.com/1894517.html,times_xwd_times
322,"Affected by bugs, get cold after first day of month (6)",SEPTIC,Affected by bugs,21a,2018-02-14,Times 26961,https://times-xwd-times.livejournal.com/1894517.html,times_xwd_times
323,Melting tarmac starts to restrict some vehicles (8),TRAMCARS,vehicles,23a,2018-02-14,Times 26961,https://times-xwd-times.livejournal.com/1894517.html,times_xwd_times
324,Magical power of weaver in story spoken of (4),MANA,Magical power/weaver in story spoken of,25a,2018-02-14,Times 26961,https://times-xwd-times.livejournal.com/1894517.html,times_xwd_times
325,Priest and French actor performing? It's uplifting (10),LEVITATION,uplifting,26a,2018-02-14,Times 26961,https://times-xwd-times.livejournal.com/1894517.html,times_xwd_times
326,Base established — cycle around it? (8),PEDESTAL,Base,27a,2018-02-14,Times 26961,https://times-xwd-times.livejournal.com/1894517.html,times_xwd_times
327,Perversion is admitted by unfortunate male (6),SADISM,Perversion,28a,2018-02-14,Times 26961,https://times-xwd-times.livejournal.com/1894517.html,times_xwd_times
328,Pole’s few lines of poetry (5),ANODE,Pole,2d,2018-02-14,Times 26961,https://times-xwd-times.livejournal.com/1894517.html,times_xwd_times
329,Sure to be upset following party conversation (9),DISCOURSE,conversation,3d,2018-02-14,Times 26961,https://times-xwd-times.livejournal.com/1894517.html,times_xwd_times
330,Spoke favouring reform — not Conservative (6),RADIAL,Spoke,4d,2018-02-14,Times 26961,https://times-xwd-times.livejournal.com/1894517.html,times_xwd_times
331,"Several faiths TV represented in a religious celebration (7,8)",HARVEST FESTIVAL,Several faiths TV,5d,2018-02-14,Times 26961,https://times-xwd-times.livejournal.com/1894517.html,times_xwd_times
332,"Short chum sits on meadow, squashing one plant (8)",BUDDLEIA,plant,6d,2018-02-14,Times 26961,https://times-xwd-times.livejournal.com/1894517.html,times_xwd_times
